tile,id,centroid,area_m2,min_veg_distance_m,risk_score,zone_1a_veg_density,zone_1b_veg_density,zone_2_veg_density,overlay_image
689661fb_02560_05120,1,"(293, 79)",131.0,10.48,0.78,0.0,0.0,0.622,overlay/689661fb_02560_05120.png
689661fb_02560_05120,2,"(71, 68)",70.9,14.21,1.18,0.0,0.0,0.384,overlay/689661fb_02560_05120.png
689661fb_03072_00512,0,"(409, 485)",40.7,1.4,2.01,0.003,0.605,0.062,overlay/689661fb_03072_00512.png
689661fb_03072_00512,1,"(290, 124)",338.0,0.96,1.59,0.007,0.478,0.094,overlay/689661fb_03072_00512.png
689661fb_03072_01024,0,"(201, 482)",39.1,3.84,0.81,0.0,0.232,0.091,overlay/689661fb_03072_01024.png
689661fb_03072_01024,1,"(32, 471)",18.7,2.41,0.86,0.0,0.237,0.118,overlay/689661fb_03072_01024.png
689661fb_03072_01024,2,"(413, 456)",74.2,2.42,0.89,0.0,0.256,0.096,overlay/689661fb_03072_01024.png
689661fb_03072_01024,3,"(268, 91)",289.7,0.0,1.62,0.12,0.337,0.006,overlay/689661fb_03072_01024.png
689661fb_03072_01024,4,"(23, 117)",32.6,2.76,0.77,0.0,0.209,0.111,overlay/689661fb_03072_01024.png
689661fb_03072_01536,0,"(156, 468)",63.8,1.59,1.34,0.0,0.324,0.298,overlay/689661fb_03072_01536.png
689661fb_03072_01536,1,"(388, 434)",88.1,1.64,1.72,0.0,0.476,0.233,overlay/689661fb_03072_01536.png
689661fb_03072_01536,2,"(283, 56)",174.9,2.64,2.13,0.0,0.646,0.158,overlay/689661fb_03072_01536.png
689661fb_03072_01536,3,"(22, 76)",23.1,1.88,1.62,0.0,0.43,0.261,overlay/689661fb_03072_01536.png
689661fb_03072_02048,0,"(307, 420)",92.9,6.45,0.64,0.0,0.084,0.313,overlay/689661fb_03072_02048.png
689661fb_03072_02048,1,"(87, 421)",113.5,2.64,0.75,0.0,0.156,0.228,overlay/689661fb_03072_02048.png
689661fb_03072_02048,2,"(478, 413)",44.2,4.34,0.76,0.0,0.172,0.194,overlay/689661fb_03072_02048.png
689661fb_03072_02048,3,"(26, 43)",16.2,3.24,0.91,0.0,0.225,0.185,overlay/689661fb_03072_02048.png
689661fb_03072_02560,0,"(42, 417)",59.6,4.82,1.74,0.0,0.161,0.424,overlay/689661fb_03072_02560.png
689661fb_03072_02560,1,"(227, 368)",146.7,0.24,2.12,0.063,0.368,0.558,overlay/689661fb_03072_02560.png
689661fb_03072_03072,0,"(380, 258)",140.8,0.63,0.8,0.028,0.14,0.191,overlay/689661fb_03072_03072.png
689661fb_03072_03072,1,"(163, 281)",209.0,0.0,1.87,0.261,0.083,0.253,overlay/689661fb_03072_03072.png
689661fb_03072_03584,0,"(458, 373)",77.3,9.03,0.32,0.0,0.006,0.239,overlay/689661fb_03072_03584.png
689661fb_03072_03584,1,"(147, 271)",123.7,0.0,1.2,0.078,0.251,0.044,overlay/689661fb_03072_03584.png
689661fb_03072_03584,2,"(397, 121)",165.5,0.0,1.89,0.257,0.121,0.198,overlay/689661fb_03072_03584.png
689661fb_03072_04096,0,"(49, 396)",56.0,3.23,0.21,0.0,0.07,0.0,overlay/689661fb_03072_04096.png
689661fb_03072_04096,1,"(39, 81)",40.0,17.83,0.03,0.0,0.0,0.028,overlay/689661fb_03072_04096.png
689661fb_03072_04608,0,"(493, 267)",16.9,8.24,0.21,0.0,0.019,0.123,overlay/689661fb_03072_04608.png
689661fb_03072_05120,0,"(226, 305)",444.5,7.13,0.65,0.0,0.018,0.481,overlay/689661fb_03072_05120.png
689661fb_03584_00512,0,"(291, 406)",102.0,4.38,0.24,0.0,0.077,0.007,overlay/689661fb_03584_00512.png
689661fb_03584_00512,1,"(343, 174)",17.0,0.0,0.75,0.133,0.004,0.057,overlay/689661fb_03584_00512.png
689661fb_03584_00512,2,"(162, 183)",55.7,0.42,0.34,0.026,0.068,0.004,overlay/689661fb_03584_00512.png
689661fb_03584_00512,3,"(407, 66)",103.4,3.26,0.14,0.0,0.027,0.05,overlay/689661fb_03584_00512.png
689661fb_03584_01024,0,"(409, 60)",64.9,999.0,0.0,0.0,0.0,0.0,overlay/689661fb_03584_01024.png
689661fb_03584_01024,1,"(204, 69)",95.0,999.0,0.0,0.0,0.0,0.0,overlay/689661fb_03584_01024.png
689661fb_03584_01024,2,"(38, 63)",35.6,999.0,0.0,0.0,0.0,0.0,overlay/689661fb_03584_01024.png
689661fb_03584_01536,0,"(402, 30)",36.6,999.0,0.0,0.0,0.0,0.0,overlay/689661fb_03584_01536.png
689661fb_03584_01536,1,"(154, 46)",62.8,999.0,0.0,0.0,0.0,0.0,overlay/689661fb_03584_01536.png
689661fb_03584_02048,0,"(335, 491)",21.7,2.43,0.12,0.0,0.038,0.005,overlay/689661fb_03584_02048.png
689661fb_03584_02048,1,"(313, 17)",16.8,5.26,0.06,0.0,0.014,0.014,overlay/689661fb_03584_02048.png
689661fb_03584_02048,2,"(69, 31)",33.2,15.0,0.02,0.0,0.0,0.019,overlay/689661fb_03584_02048.png
689661fb_03584_02560,0,"(87, 455)",16.0,0.94,0.38,0.021,0.058,0.081,overlay/689661fb_03584_02560.png
689661fb_03584_02560,1,"(474, 450)",31.3,4.13,0.39,0.0,0.027,0.078,overlay/689661fb_03584_02560.png
689661fb_03584_03072,0,"(401, 475)",35.2,999.0,0.0,0.0,0.0,0.0,overlay/689661fb_03584_03072.png
689661fb_03584_03072,1,"(127, 446)",111.3,999.0,0.0,0.0,0.0,0.0,overlay/689661fb_03584_03072.png
689661fb_03584_03584,0,"(434, 445)",56.0,11.77,0.06,0.0,0.0,0.048,overlay/689661fb_03584_03584.png
689661fb_03584_03584,1,"(201, 451)",99.8,4.81,0.21,0.0,0.059,0.023,overlay/689661fb_03584_03584.png
689661fb_03584_04096,0,"(84, 429)",69.6,5.1,0.41,0.0,0.12,0.037,overlay/689661fb_03584_04096.png
689661fb_04096_00512,0,"(193, 375)",14.8,0.67,0.25,0.028,0.036,0.002,overlay/689661fb_04096_00512.png
689661fb_04096_00512,1,"(347, 422)",89.4,6.2,0.1,0.0,0.03,0.012,overlay/689661fb_04096_00512.png
689661fb_04096_00512,2,"(312, 181)",137.5,2.77,0.09,0.0,0.03,0.0,overlay/689661fb_04096_00512.png
689661fb_04096_00512,3,"(162, 49)",14.8,4.62,0.1,0.0,0.027,0.014,overlay/689661fb_04096_00512.png
689661fb_04096_01024,0,"(474, 168)",15.0,999.0,0.0,0.0,0.0,0.0,overlay/689661fb_04096_01024.png
689661fb_04096_01536,0,"(160, 366)",230.6,999.0,0.0,0.0,0.0,0.0,overlay/689661fb_04096_01536.png
689661fb_04096_01536,1,"(123, 63)",116.0,999.0,0.0,0.0,0.0,0.0,overlay/689661fb_04096_01536.png
689661fb_04096_02048,0,"(342, 404)",162.2,15.12,0.01,0.0,0.0,0.005,overlay/689661fb_04096_02048.png
689661fb_04096_02048,1,"(343, 135)",154.0,1.56,0.01,0.0,0.004,0.0,overlay/689661fb_04096_02048.png
689661fb_04096_02560,0,"(100, 104)",81.5,2.52,1.12,0.0,0.222,0.36,overlay/689661fb_04096_02560.png
689661fb_04608_00512,0,"(486, 338)",19.5,0.06,4.77,0.408,0.861,0.116,overlay/689661fb_04608_00512.png
689661fb_04608_00512,1,"(345, 62)",70.9,0.54,1.96,0.079,0.382,0.334,overlay/689661fb_04608_00512.png
689661fb_04608_01024,0,"(78, 319)",71.6,0.0,6.05,0.603,0.912,0.24,overlay/689661fb_04608_01024.png
689661fb_04608_01024,1,"(375, 231)",127.3,0.0,4.08,0.315,0.6,0.563,overlay/689661fb_04608_01024.png
689661fb_04608_01536,0,"(198, 261)",207.7,0.0,0.73,0.057,0.139,0.029,overlay/689661fb_04608_01536.png
689661fb_04608_02048,0,"(376, 169)",181.3,999.0,0.0,0.0,0.0,0.0,overlay/689661fb_04608_02048.png
689661fb_04608_02560,0,"(61, 445)",58.0,3.84,1.77,0.0,0.465,0.297,overlay/689661fb_04608_02560.png
689661fb_05120_00512,0,"(371, 258)",115.8,0.62,1.3,0.034,0.368,0.02,overlay/689661fb_05120_00512.png
689661fb_05120_01024,0,"(105, 284)",74.9,0.13,2.16,0.205,0.339,0.097,overlay/689661fb_05120_01024.png
689661fb_05120_01024,1,"(388, 235)",129.3,0.54,1.25,0.027,0.297,0.175,overlay/689661fb_05120_01024.png
689661fb_05120_01536,0,"(144, 181)",114.2,0.0,2.02,0.113,0.365,0.29,overlay/689661fb_05120_01536.png
689661fb_05120_01536,1,"(58, 26)",23.3,0.0,1.66,0.162,0.143,0.337,overlay/689661fb_05120_01536.png
689661fb_05120_02560,0,"(74, 277)",56.7,4.7,0.51,0.0,0.138,0.074,overlay/689661fb_05120_02560.png
689661fb_05120_02560,1,"(66, 78)",76.4,4.66,0.67,0.0,0.196,0.065,overlay/689661fb_05120_02560.png
68a13b5f_01024_00000,0,"(75, 477)",26.3,15.23,1.13,0.0,0.0,0.308,overlay/68a13b5f_01024_00000.png
68a13b5f_01024_00000,1,"(423, 446)",88.1,8.02,0.61,0.0,0.039,0.393,overlay/68a13b5f_01024_00000.png
68a13b5f_01024_00512,0,"(474, 482)",15.8,16.3,1.23,0.0,0.0,0.385,overlay/68a13b5f_01024_00512.png
68a13b5f_01024_00512,1,"(155, 476)",44.0,11.96,1.43,0.0,0.0,0.545,overlay/68a13b5f_01024_00512.png
68a13b5f_01024_02560,0,"(200, 482)",39.1,9.03,1.76,0.0,0.016,0.769,overlay/68a13b5f_01024_02560.png
68a13b5f_01024_03072,0,"(464, 483)",19.7,8.27,1.54,0.0,0.065,0.648,overlay/68a13b5f_01024_03072.png
68a13b5f_01024_03584,0,"(37, 482)",16.6,9.57,1.58,0.0,0.007,0.673,overlay/68a13b5f_01024_03584.png
68a13b5f_01536_00000,0,"(402, 75)",107.7,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_01536_00000.png
68a13b5f_01536_00000,1,"(82, 75)",57.8,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_01536_00000.png
68a13b5f_01536_00512,0,"(458, 84)",65.3,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_01536_00512.png
68a13b5f_01536_00512,1,"(160, 75)",108.6,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_01536_00512.png
68a13b5f_01536_01024,0,"(289, 228)",178.3,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_01536_01024.png
68a13b5f_01536_01024,1,"(43, 89)",56.6,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_01536_01024.png
68a13b5f_01536_01536,0,"(69, 214)",141.8,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_01536_01536.png
68a13b5f_01536_01536,1,"(348, 136)",199.8,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_01536_01536.png
68a13b5f_01536_02048,0,"(429, 124)",150.2,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_01536_02048.png
68a13b5f_01536_02048,1,"(125, 113)",185.1,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_01536_02048.png
68a13b5f_01536_02560,0,"(194, 97)",145.5,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_01536_02560.png
68a13b5f_01536_03072,0,"(455, 139)",109.6,1.3,0.1,0.004,0.026,0.0,overlay/68a13b5f_01536_03072.png
68a13b5f_01536_03072,1,"(263, 126)",164.4,2.58,0.04,0.0,0.014,0.0,overlay/68a13b5f_01536_03072.png
68a13b5f_01536_03584,0,"(440, 175)",138.5,3.2,0.11,0.0,0.03,0.014,overlay/68a13b5f_01536_03584.png
68a13b5f_01536_03584,1,"(237, 149)",181.8,4.31,0.09,0.0,0.028,0.009,overlay/68a13b5f_01536_03584.png
68a13b5f_01536_03584,2,"(49, 126)",94.7,4.68,0.09,0.0,0.023,0.017,overlay/68a13b5f_01536_03584.png
68a13b5f_01536_04096,0,"(244, 179)",417.8,0.0,0.45,0.049,0.069,0.0,overlay/68a13b5f_01536_04096.png
68a13b5f_01536_04608,0,"(82, 182)",124.2,4.44,0.71,0.0,0.097,0.335,overlay/68a13b5f_01536_04608.png
68a13b5f_02048_00000,0,"(314, 413)",158.4,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02048_00000.png
68a13b5f_02048_00512,0,"(97, 432)",108.2,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02048_00512.png
68a13b5f_02048_00512,1,"(312, 249)",180.2,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02048_00512.png
68a13b5f_02048_01536,0,"(187, 463)",81.5,0.89,0.26,0.033,0.028,0.008,overlay/68a13b5f_02048_01536.png
68a13b5f_02048_01536,1,"(430, 404)",117.0,0.44,0.83,0.148,0.029,0.0,overlay/68a13b5f_02048_01536.png
68a13b5f_02048_02048,0,"(22, 404)",27.9,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02048_02048.png
68a13b5f_02048_02048,1,"(201, 364)",182.6,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02048_02048.png
68a13b5f_02048_02048,2,"(429, 357)",138.7,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02048_02048.png
68a13b5f_02048_02560,0,"(39, 366)",65.9,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02048_02560.png
68a13b5f_02048_02560,1,"(227, 370)",211.8,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02048_02560.png
68a13b5f_02048_03072,0,"(478, 368)",56.2,12.95,0.0,0.0,0.0,0.002,overlay/68a13b5f_02048_03072.png
68a13b5f_02048_03072,1,"(329, 383)",174.9,0.54,0.1,0.02,0.0,0.0,overlay/68a13b5f_02048_03072.png
68a13b5f_02048_03584,0,"(77, 415)",101.8,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02048_03584.png
68a13b5f_02048_03584,1,"(308, 385)",184.9,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02048_03584.png
68a13b5f_02048_04096,0,"(412, 386)",161.1,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02048_04096.png
68a13b5f_02048_04096,1,"(80, 384)",151.9,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02048_04096.png
68a13b5f_02048_04608,0,"(207, 388)",201.9,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02048_04608.png
68a13b5f_02560_00000,0,"(291, 43)",60.6,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02560_00000.png
68a13b5f_02560_00512,0,"(102, 55)",71.0,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02560_00512.png
68a13b5f_02560_01024,0,"(154, 406)",153.4,9.22,0.02,0.0,0.002,0.011,overlay/68a13b5f_02560_01024.png
68a13b5f_02560_01024,1,"(439, 159)",134.1,1.8,0.05,0.0,0.015,0.0,overlay/68a13b5f_02560_01024.png
68a13b5f_02560_01536,0,"(414, 485)",26.1,10.15,0.03,0.0,0.0,0.021,overlay/68a13b5f_02560_01536.png
68a13b5f_02560_01536,1,"(31, 146)",30.8,9.43,0.03,0.0,0.003,0.02,overlay/68a13b5f_02560_01536.png
68a13b5f_02560_01536,2,"(193, 37)",64.7,11.82,0.03,0.0,0.0,0.025,overlay/68a13b5f_02560_01536.png
68a13b5f_02560_02560,0,"(95, 467)",35.3,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02560_02560.png
68a13b5f_02560_02560,1,"(190, 274)",205.0,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02560_02560.png
68a13b5f_02560_03072,0,"(415, 342)",221.9,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02560_03072.png
68a13b5f_02560_03072,1,"(342, 20)",21.8,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02560_03072.png
68a13b5f_02560_03584,0,"(30, 463)",21.6,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02560_03584.png
68a13b5f_02560_03584,1,"(23, 279)",34.8,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02560_03584.png
68a13b5f_02560_03584,2,"(411, 333)",246.2,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02560_03584.png
68a13b5f_02560_04096,0,"(390, 319)",188.0,7.47,0.11,0.0,0.01,0.062,overlay/68a13b5f_02560_04096.png
68a13b5f_02560_04608,0,"(233, 331)",369.6,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_02560_04608.png
68a13b5f_03072_00000,0,"(273, 383)",23.7,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03072_00000.png
68a13b5f_03072_00000,1,"(273, 114)",22.3,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03072_00000.png
68a13b5f_03072_00512,0,"(418, 373)",127.9,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03072_00512.png
68a13b5f_03072_00512,1,"(482, 164)",41.3,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03072_00512.png
68a13b5f_03072_01024,0,"(449, 397)",94.7,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03072_01024.png
68a13b5f_03072_01024,1,"(73, 144)",136.9,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03072_01024.png
68a13b5f_03072_01536,0,"(39, 405)",52.5,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03072_01536.png
68a13b5f_03072_01536,1,"(389, 83)",136.2,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03072_01536.png
68a13b5f_03072_02048,0,"(359, 456)",84.5,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03072_02048.png
68a13b5f_03072_02048,1,"(176, 142)",164.2,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03072_02048.png
68a13b5f_03072_02560,0,"(102, 488)",24.0,1.65,0.1,0.0,0.024,0.019,overlay/68a13b5f_03072_02560.png
68a13b5f_03072_02560,1,"(278, 306)",199.2,0.36,0.18,0.019,0.028,0.0,overlay/68a13b5f_03072_02560.png
68a13b5f_03072_02560,2,"(222, 82)",166.2,7.5,0.1,0.0,0.021,0.028,overlay/68a13b5f_03072_02560.png
68a13b5f_03072_03072,0,"(448, 444)",61.4,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03072_03072.png
68a13b5f_03072_03072,1,"(435, 160)",175.6,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03072_03072.png
68a13b5f_03072_03584,0,"(83, 464)",56.8,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03072_03584.png
68a13b5f_03072_03584,1,"(51, 242)",69.2,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03072_03584.png
68a13b5f_03072_03584,2,"(430, 237)",275.8,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03072_03584.png
68a13b5f_03072_03584,3,"(32, 55)",25.7,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03072_03584.png
68a13b5f_03072_04096,0,"(425, 324)",222.7,0.38,0.4,0.07,0.016,0.0,overlay/68a13b5f_03072_04096.png
68a13b5f_03072_04608,0,"(324, 305)",260.4,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03072_04608.png
68a13b5f_03584_00000,0,"(287, 160)",27.8,7.72,0.25,0.0,0.036,0.115,overlay/68a13b5f_03584_00000.png
68a13b5f_03584_00512,0,"(394, 385)",143.1,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03584_00512.png
68a13b5f_03584_00512,1,"(391, 131)",148.1,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03584_00512.png
68a13b5f_03584_01024,0,"(460, 296)",152.5,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03584_01024.png
68a13b5f_03584_01536,0,"(96, 446)",90.0,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03584_01536.png
68a13b5f_03584_01536,1,"(67, 205)",111.6,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03584_01536.png
68a13b5f_03584_02048,0,"(212, 311)",127.1,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03584_02048.png
68a13b5f_03584_02048,1,"(356, 74)",117.0,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03584_02048.png
68a13b5f_03584_02560,0,"(372, 369)",176.9,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03584_02560.png
68a13b5f_03584_02560,1,"(331, 84)",139.5,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03584_02560.png
68a13b5f_03584_02560,2,"(107, 32)",32.5,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03584_02560.png
68a13b5f_03584_03072,0,"(478, 403)",33.3,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03584_03072.png
68a13b5f_03584_03072,1,"(471, 213)",57.1,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03584_03072.png
68a13b5f_03584_03072,2,"(456, 17)",14.5,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03584_03072.png
68a13b5f_03584_03584,0,"(77, 414)",99.1,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03584_03584.png
68a13b5f_03584_03584,1,"(96, 192)",142.5,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03584_03584.png
68a13b5f_03584_04096,0,"(443, 230)",109.1,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03584_04096.png
68a13b5f_03584_04096,1,"(63, 270)",216.7,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_03584_04096.png
68a13b5f_03584_04608,0,"(199, 193)",306.0,1.93,0.01,0.0,0.003,0.0,overlay/68a13b5f_03584_04608.png
68a13b5f_04096_00512,0,"(416, 366)",144.1,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_04096_00512.png
68a13b5f_04096_00512,1,"(434, 149)",107.9,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_04096_00512.png
68a13b5f_04096_01024,0,"(55, 381)",74.0,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_04096_01024.png
68a13b5f_04096_01024,1,"(415, 407)",147.2,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_04096_01024.png
68a13b5f_04096_01024,2,"(62, 161)",97.4,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_04096_01024.png
68a13b5f_04096_01024,3,"(454, 37)",31.6,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_04096_01024.png
68a13b5f_04096_01536,0,"(189, 437)",103.7,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_04096_01536.png
68a13b5f_04096_01536,1,"(37, 37)",19.8,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_04096_01536.png
68a13b5f_04096_02048,0,"(387, 415)",15.3,16.7,0.02,0.0,0.0,0.019,overlay/68a13b5f_04096_02048.png
68a13b5f_04096_02048,1,"(489, 420)",28.0,21.64,0.02,0.0,0.0,0.017,overlay/68a13b5f_04096_02048.png
68a13b5f_04096_02048,2,"(249, 408)",144.8,6.13,0.07,0.0,0.021,0.008,overlay/68a13b5f_04096_02048.png
68a13b5f_04096_02048,3,"(260, 101)",181.1,0.84,0.25,0.038,0.022,0.0,overlay/68a13b5f_04096_02048.png
68a13b5f_04096_02560,0,"(280, 424)",127.3,5.09,0.07,0.0,0.023,0.001,overlay/68a13b5f_04096_02560.png
68a13b5f_04096_02560,1,"(41, 430)",50.1,2.93,0.14,0.0,0.045,0.0,overlay/68a13b5f_04096_02560.png
68a13b5f_04096_02560,2,"(460, 415)",69.2,16.5,0.02,0.0,0.0,0.015,overlay/68a13b5f_04096_02560.png
68a13b5f_04096_02560,3,"(310, 100)",139.9,7.06,0.06,0.0,0.013,0.013,overlay/68a13b5f_04096_02560.png
68a13b5f_04096_03072,0,"(36, 430)",46.8,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_04096_03072.png
68a13b5f_04096_03584,0,"(122, 399)",140.6,3.16,0.08,0.0,0.011,0.034,overlay/68a13b5f_04096_03584.png
68a13b5f_04096_03584,1,"(119, 162)",136.2,9.9,0.06,0.0,0.0,0.05,overlay/68a13b5f_04096_03584.png
68a13b5f_04096_04096,0,"(237, 236)",358.7,1.41,1.84,0.001,0.398,0.51,overlay/68a13b5f_04096_04096.png
68a13b5f_04096_04608,0,"(198, 178)",314.2,0.79,0.82,0.009,0.215,0.103,overlay/68a13b5f_04096_04608.png
68a13b5f_04608_00512,0,"(272, 388)",211.5,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_04608_00512.png
68a13b5f_04608_01536,0,"(215, 24)",28.7,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_04608_01536.png
68a13b5f_04608_02048,0,"(283, 39)",49.2,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_04608_02048.png
68a13b5f_04608_02560,0,"(473, 50)",28.8,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_04608_02560.png
68a13b5f_04608_02560,1,"(263, 43)",50.7,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_04608_02560.png
68a13b5f_04608_02560,2,"(55, 34)",15.3,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_04608_02560.png
68a13b5f_04608_03072,0,"(40, 47)",29.1,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_04608_03072.png
68a13b5f_04608_03584,0,"(207, 402)",115.8,10.77,0.04,0.0,0.0,0.034,overlay/68a13b5f_04608_03584.png
68a13b5f_04608_03584,1,"(187, 177)",187.7,9.59,0.08,0.0,0.001,0.061,overlay/68a13b5f_04608_03584.png
68a13b5f_04608_04096,0,"(203, 463)",48.9,3.66,0.29,0.0,0.094,0.008,overlay/68a13b5f_04608_04096.png
68a13b5f_04608_04096,1,"(81, 299)",53.2,0.7,0.31,0.012,0.08,0.009,overlay/68a13b5f_04608_04096.png
68a13b5f_04608_04096,2,"(368, 154)",216.1,3.31,0.2,0.0,0.037,0.071,overlay/68a13b5f_04608_04096.png
68a13b5f_04608_04608,0,"(237, 124)",275.7,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_04608_04608.png
68a13b5f_05120_00000,0,"(478, 103)",27.0,7.38,1.17,0.0,0.111,0.628,overlay/68a13b5f_05120_00000.png
68a13b5f_05120_00512,0,"(28, 478)",14.1,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_05120_00512.png
68a13b5f_05120_00512,1,"(166, 127)",221.9,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_05120_00512.png
68a13b5f_05120_01024,0,"(398, 97)",155.6,18.64,0.01,0.0,0.0,0.009,overlay/68a13b5f_05120_01024.png
68a13b5f_05120_01536,0,"(246, 487)",27.9,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_05120_01536.png
68a13b5f_05120_01536,1,"(195, 160)",184.1,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_05120_01536.png
68a13b5f_05120_02048,0,"(451, 490)",17.9,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_05120_02048.png
68a13b5f_05120_02048,1,"(350, 194)",186.8,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_05120_02048.png
68a13b5f_05120_02560,0,"(61, 490)",18.1,8.63,0.14,0.0,0.032,0.032,overlay/68a13b5f_05120_02560.png
68a13b5f_05120_02560,1,"(350, 177)",186.4,3.46,0.19,0.0,0.063,0.001,overlay/68a13b5f_05120_02560.png
68a13b5f_05120_02560,2,"(95, 167)",163.8,6.47,0.1,0.0,0.004,0.068,overlay/68a13b5f_05120_02560.png
68a13b5f_05120_03072,0,"(72, 484)",29.8,999.0,0.0,0.0,0.0,0.0,overlay/68a13b5f_05120_03072.png
